myadd píng 瓶
856A wú 蕪
856D xiāo 蕭
8570 wēn 蕰
8572 qí 蕲
8574 yùn 蕴
8579 wèng 蕹
857A jí 蕺
857B hóng,hòng 蕻
857E lěi 蕾
8581 yù 薁
8584 báo,bó,bò 薄
8585 hāo 薅
8586 ài 薆
8587 wēi 薇
8588 huì 薈
858B cí 薋
858C xiāng 薌
858F yì 薏
8590 léng 薐
8591 jiāng 薑
8594 qiáng 薔
8598 dá 薘
8599 tì 薙
859B xuē 薛
859C bì 薜
859F xiān 薟
85A2 xiè 薢
85A4 xiè 薤
85A6 jiàn 薦
85A8 hōng 薨
85A9 sà 薩
85AA xīn 薪
85AE sǒu 薮
85AF shǔ 薯
85B0 xūn 薰
85B4 níng 薴
85B7 rú 薷
85B8 piáo 薸
85B9 tái 薹
85BA jì,qí 薺
85BF nǐ 薿
85C1 gǎo 藁
85C2 cóng 藂
85C9 jí,jiè 藉
85CA biǎn 藊
85CD la,lán 藍
85CE jìn 藎
85CF cáng,zàng 藏
85D0 miǎo 藐
85D1 qióng 藑
85D3 xiǎn 藓
85D5 ǒu 藕
85DC lí 藜
85DD yì 藝
85E0 jiào 藠
85E4 téng 藤
85E5 yào 藥
85E8 biāo 藨
85E9 fān 藩
85EA sǒu 藪
85ED qióng 藭
85F6 lì 藶
85F7 shǔ 藷
85FB zǎo 藻
85FF huò 藿
8600 tuò 蘀
8602 ruǐ 蘂
8604 qí 蘄
8605 héng 蘅
8606 lú,lǔ 蘆
8607 sū 蘇
860B pín,píng 蘋
8610 xuān 蘐
8611 mó 蘑
8616 bò,niè 蘖
8618 ráng 蘘
861E liǎn 蘞
8621 yīng 蘡
8622 lóng 蘢
8627 qú 蘧
8629 fán 蘩
862D lán 蘭
8638 zhàn 蘸
863A lí 蘺
863C mí 蘼
863F luó 蘿
8646 léi 虆
864E hǔ,hù 虎
864F lǔ 虏
8650 nüè 虐
8651 lǜ 虑
8652 sī 虒
8653 xiāo 虓
8654 qián 虔
8655 chǔ,chù 處
865A xū 虚
865C lǔ 虜
865E yú 虞
865F háo,hào 號
8661 jù 虡
8662 guó 虢
8663 bào 虣
8667 kuī 虧
8669 xì 虩
866B chóng 虫
866C qiú 虬
866E jǐ 虮
866F qiú 虯
8671 shī 虱
8675 shé 虵
8679 hóng,jiàng 虹
867A huī,huǐ 虺
867B méng 虻
867C gè 虼
867D suī 虽
867E há,xiā 虾
867F chài 虿
8680 shí 蚀
8681 yǐ 蚁
8682 mā,mǎ,mà 蚂
868A wén 蚊
868B ruì 蚋
868C bàng,bèng 蚌
868D pí 蚍
8693 yǐn 蚓
8695 cán 蚕
8698 huí 蚘
869B zhòng 蚛
869C yá 蚜
869D háo 蚝
86A1 fén 蚡
86A3 gōng 蚣
86A4 zǎo 蚤
86A6 rán 蚦
86A7 jiè 蚧
86A8 fú 蚨
86A9 chī 蚩
86AA dǒu 蚪
86AC xiǎn 蚬
86AF qiū 蚯
86B0 yóu 蚰
86B1 zhà 蚱
86B4 yòu 蚴
86B6 hān 蚶
86BA rán 蚺
86C0 zhù 蛀
86C4 gū,gǔ 蛄
86C6 qū 蛆
86C7 shé,yí 蛇
86C9 líng 蛉
86CA gǔ 蛊
86CB dàn 蛋
86CE lì 蛎
86CF chēng 蛏
86D0 qū 蛐
86D1 móu 蛑
86D4 huí 蛔
86D5 huí 蛕
86D8 yáng 蛘
86D9 wā 蛙
86DB zhū 蛛
86DE kuò 蛞
86DF jiāo 蛟
86E3 qī 蛣
86E4 gé,há 蛤
86E9 qióng 蛩
86ED zhì 蛭
86EE mán 蛮
86F0 zhé 蛰
86F1 jiá 蛱
86F2 náo 蛲
86F3 sī 蛳
86F4 qí 蛴
86F8 shāo,xiāo 蛸
86F9 yǒng 蛹
86FA jiá 蛺
86FE é,yǐ 蛾
8700 shǔ 蜀
8702 fēng 蜂
8703 shèn 蜃
8707 zhē,zhé 蜇
8708 wú 蜈
8709 fú 蜉
870A lí 蜊
870B láng 蜋
870D chú 蜍
870E yuān 蜎
8710 jié 蜐
8712 yán 蜒
8713 tíng 蜓
8715 tuì 蜕
8717 wō 蜗
8718 zhī 蜘
871A fēi,fěi 蜚
871C mì 蜜
871E qí 蜞
8721 là,zhà 蜡
8722 měng 蜢
8723 qiāng 蜣
8725 xī 蜥
8728 dié 蜨
8729 tiáo 蜩
872E yù 蜮
872F bàng 蜯
8731 pí 蜱
8734 yì 蜴
8737 quán 蜷
8739 ruì 蜹
873A ní 蜺
873B qīng 蜻
873D liǎng 蜽
873E guǒ 蜾
873F wān 蜿
8740 dōng 蝀
8742 bǎn 蝂
8743 dì 蝃
8744 wǎng 蝄
8747 yíng 蝇
8748 guō 蝈
8749 chán 蝉
874C kē 蝌
874E xiē 蝎
8753 yú 蝓
8757 huáng 蝗
8758 yǎn 蝘
8759 biān 蝙
875C fù 蝜
875F wèi 蝟
8760 fú 蝠
8761 rú 蝡
8763 yóu 蝣
8764 qiú,yóu 蝤
8765 máo 蝥
8766 há,xiā 蝦
8768 shī 蝨
876E fù 蝮
8770 kuí 蝰
8771 méng 蝱
8772 là 蝲
8774 hú 蝴
8776 dié 蝶
8778 wō 蝸
877B nǎn 蝻
877C lóu 蝼
877D chūn 蝽
877E róng 蝾
8780 jiāng 螀
8782 láng 螂
8783 páng 螃
8784 sī 螄
8785 xī 螅
8788 yuán 螈
878B sōu 螋
878D róng 融
8793 qín 螓
8797 táng 螗
8798 yǐ 螘
8799 dù 螙
879F míng 螟
87A0 yì 螠
87A2 yíng 螢
87A3 tè,téng 螣
87A8 mǎn 螨
87AB shì 螫
87AC cáo 螬
87AD chī 螭
87AE dì 螮
87AF áo 螯
87B3 táng 螳
87B5 piāo 螵
87BA luó 螺
87BB lóu 螻
87BD zhōng 螽
87BE yǐn 螾
87BF jiāng 螿
87C0 shuài 蟀
87C1 wén 蟁
87C4 zhé 蟄
87C6 má 蟆
87C7 má 蟇
87C8 guō 蟈
87CA máo 蟊
87CB xī 蟋
87CE mǎn 蟎
87CF xiāo 蟏
87D1 zhāng 蟑
87D8 tè 蟘
87DB péng 蟛
87E0 pán 蟠
87E2 xǐ 蟢
87E3 jǐ 蟣
87E5 huáng 蟥
87EA huì 蟪
87EB yín 蟫
87EC chán 蟬
87EE shàn 蟮
87EF náo 蟯
87F2 chóng 蟲
87F6 chēng 蟶
87F9 xiè 蟹
87FB yǐ 蟻
87FE chán 蟾
87FF qì 蟿
8803 luǒ 蠃
8805 yíng 蠅
8806 chài 蠆
880A lián 蠊
880B zhú 蠋
880D xiē 蠍
880E mǎng 蠎
880F xiè 蠏
8810 qí 蠐
8811 róng 蠑
8813 měng 蠓
8814 háo 蠔
8815 rú 蠕
8816 huò 蠖
8819 pín 蠙
881A hē 蠚
881B miè 蠛
881F là 蠟
8821 lí,lǐ 蠡
8822 chǔn 蠢
8823 lì 蠣
8827 dù 蠧
8828 xiāo 蠨
882D fēng 蠭
8831 gǔ 蠱
8832 juān 蠲
8835 xī 蠵
8836 cán 蠶
8839 dù 蠹
883B mán 蠻
883C qú 蠼
8840 xiě,xuè 血
8843 pēi 衃
8844 nǜ 衄
8845 xìn 衅
8846 zhòng 衆
8847 mài 衇
884A miè 衊
884C háng,hàng,xìng,xíng 行
884D yǎn 衍
884E kàn 衎
884F yuàn 衏
8852 xuàn 衒
8853 shù 術
8854 xián 衔
8855 tòng 衕
8856 xiàng 衖
8857 jiē 街
8859 yá 衙
885A hú 衚
885B wèi 衛
885D chōng,chòng 衝
885E wèi 衞
8860 zhūn 衠
8861 héng 衡
8862 qú 衢
8863 yì,yī 衣
8865 bǔ 补
8868 biǎo 表
8869 chǎ,chà 衩
886B shān 衫
886C chèn 衬
886E gǔn 衮
8870 cuī,shuāi 衰
8872 nà 衲
8877 zhōng 衷
8879 zhǐ 衹
887D rèn 衽
887E qīn 衾
887F jīn 衿
8881 yuán 袁
8882 mèi 袂
8884 ǎo 袄
8885 niǎo 袅
8886 huī 袆
8888 jiā 袈
888B dài 袋
888D páo 袍
888E yào 袎
8892 tǎn 袒
8896 xiù 袖
8897 zhěn 袗
889C wà 袜
889E gǔn 袞
88A0 zhì 袠
88A2 pàn 袢
88A4 mào 袤
88AA qū 袪
88AB bèi 被
88AD xí 袭
88AF bó 袯
88B1 fú 袱
88B4 kù 袴
88B5 rèn 袵
88B7 jiá,jié,qiā 袷
88BA jié 袺
88BC gē 袼
88C0 yīn 裀
88C1 cái 裁
88C2 liě,liè 裂
88C5 zhuāng 装
88C6 dāng 裆
88C8 kūn 裈
88C9 kèn 裉
88CB shù 裋
88CC jiá 裌
88CE chéng,chěng 裎
88CF lǐ,li 裏
88D2 póu 裒
88D4 yì 裔
88D5 yù 裕
88D8 qiú 裘
88D9 qún 裙
88DC bǔ 補
88DD zhuāng 裝
88DF shā 裟
88E1 lǐ,li 裡
88E2 lián 裢
88E3 liǎn 裣
88E4 kù 裤
88E5 jiǎn 裥
88E8 bì,pí 裨
88E9 kūn 裩
88EF chóu 裯
88F0 duō 裰
88F1 biǎo 裱
88F2 liǎng 裲
88F3 cháng,shang 裳
88F4 péi 裴
88F8 luǒ 裸
88F9 guǒ 裹
88FC tì,xī 裼
88FD zhì 製
88FE jū 裾
8902 guà 褂
8903 kèn 褃
8907 fù 複
890A biǎn 褊
890E xiù 褎
890F xiù 褏
8910 hè 褐
8912 bāo 褒
8913 bǎo 褓
8915 yú 褕
8918 huī 褘
8919 bèi 褙
891A chǔ,zhǔ 褚
891B lǚ 褛
891D dān 褝
891F tā 褟
8921 dā 褡
8925 rù 褥
8926 nài 褦
8927 jiǒng 褧
892A tuì,tùn 褪
892B chǐ 褫
892D niǎo 褭
892F jiè 褯
8930 qiān 褰
8934 lán 褴
8935 lí 褵
8936 zhě 褶
8938 lǚ 褸
893B xiè 褻
8940 jī 襀
8941 qiǎng 襁
8943 bāo 襃
8944 xiāng 襄
8946 fú 襆
894C dān 襌
894D zá 襍
894F bó 襏
8955 lán 襕
8956 ǎo 襖
895C chān 襜
895D liǎn 襝
895E bì 襞
895F jīn 襟
8960 dāng 襠
8964 lán 襤
8966 rú 襦
896A wà 襪
896B shì 襫
896C bǎi 襬
896D xié 襭
896E bó 襮
896F chèn 襯
8972 xí 襲
8975 zhě 襵
8976 dài 襶
897B pàn 襻
897F xī 西
8981 yāo,yào 要
8982 fěng 覂
8983 qín,tán 覃
8985 fiào 覅
8986 fù 覆
8987 bà 覇
8988 hé 覈
898A jī 覊
898B jiàn 見
8994 mì 覔
8997 sì 覗
8999 luó 覙
89A9 dǔ 覩
89AA qīn,qìng 親
89AC jì 覬
89B0 qū,qù 覰
89B5 jiàn 覵
89BA jiào,jué 覺
89BB qū,qù 覻
89BC luó 覼
89BD lǎn 覽
89BF dí 覿
89C0 guān,guàn 觀
89C1 jiàn,xiàn 见
89C2 guān,guàn 观
89C3 yàn 觃
89C4 guī 规
89C5 mì 觅
89C6 shì 视
89C7 chān 觇
89C8 lǎn 览
89C9 jiào,jué 觉
89CA jì 觊
89CB xí 觋
89CC dí 觌
89CD tiǎn 觍
89CE yú 觎
89CF gòu 觏
89D0 jìn 觐
89D1 qū,qù 觑
89D2 jiǎo,jué 角
89D4 jīn 觔
89D5 cū 觕
89D6 jué 觖
89DA gū 觚
89DC zī,zuǐ 觜
89DD dǐ 觝
89DE shāng 觞
89E3 jiě,jiè,xiè 解
89E5 gōng 觥
89E6 chù 触
89E7 jiě,jiè 觧
89EB sù 觫
89ED jī 觭
89EF zhì 觯
89F1 bì 觱
89F3 hú 觳
89F4 shāng 觴
89F6 zhì 觶
89F8 chù 觸
89FA yí 觺
89FF xī 觿
8A00 yán 言
8A04 qiú 訄
8A07 hōng 訇
8A0F xū 訏
8A11 yí 訑
8A17 tuō 託
8A1A yín 訚
8A22 xīn 訢
8A26 chén 訦
8A36 hē 訶
8A38 hé 訸
8A3B zhù 註
8A3E zī,zǐ 訾
8A48 lì 詈
8A51 yí 詑
8A5D zhǔ 詝
8A5F zhé 詟
8A60 yǒng 詠
8A67 chá 詧
8A79 zhān 詹
8A7E xiōng 詾
8A87 kuā 誇
8A89 yù 誉
8A8A téng 誊
8A8C zhì 誌
8A8D rèn 認
8A92 ēi,éi,ěi,èi 誒
8A93 shì 誓
8A96 bèi 誖
8AD0 qiān 諐
8AD3 jiàn 諓
8AD4 chù 諔
8AD6 lún,lùn 論
8AE1 shì 諡
8AEE zī 諮
8AF1 huì 諱
8B04 téng 謄
8B05 zhōu 謅
8B07 jiǎn 謇
8B0C gē 謌
8B0F xiǎo 謏
8B1B jiǎng 講
8B26 qìng 謦
8B33 ōu 謳
8B37 áo 謷
8B3F cháo 謿
8B41 huá 譁
8B46 xī 譆
8B49 zhèng 證
8B4A náo 譊
8B4C é 譌
8B4D yīng,yìng 譍
8B4F jī 譏
8B54 zhuàn 譔
8B58 shí,zhì 識
8B5E xuān 譞
8B5F zào 譟
8B66 jǐng 警
8B6C pì 譬
8B6D huǐ 譭
8B6F yì 譯
8B70 yì 議
8B77 hù 護
8B78 zhōu 譸
8B7D yù 譽
8B7E jiǎn 譾
8B80 dòu,dú 讀
8B81 zhé 讁
8B85 shěn 讅
8B8A biàn 變
8B8B zhé 讋
8B8C yàn 讌
8B8E chóu 讎
8B8F wèi 讏
8B90 chóu 讐
8B92 chán 讒
8B93 ràng 讓
8B94 yǐn 讔
8B99 huān 讙
8B9A zàn 讚
8B9B yì 讛
8B9C dǎng 讜
8B9E yàn 讞
8B9F dú 讟
8BA1 jì 计
8BA2 dìng 订
8BA3 fù 讣
8BA4 rèn 认
8BA5 jī 讥
8BA6 jié 讦
8BA7 hòng 讧
8BA8 tǎo 讨
8BA9 ràng 让
8BAA shàn 讪
8BAB qì 讫
8BAD xùn 训
8BAE yì 议
8BAF xùn 讯
8BB0 jì 记
8BB1 rèn 讱
8BB2 jiǎng 讲
8BB3 huì 讳
8BB4 ōu 讴
8BB5 jù 讵
8BB6 yà 讶
8BB7 nè 讷
8BB8 xǔ 许
8BB9 é 讹
8BBA lún,lùn 论
8BBB xiōng 讻
8BBC sòng 讼
8BBD fěng 讽
8BBE shè 设
8BBF fǎng 访
8BC0 jué 诀
8BC1 zhèng 证
8BC2 gǔ 诂
8BC3 hē 诃
8BC4 píng 评
8BC5 zǔ 诅
8BC6 shí,zhì 识
8BC7 xiòng 诇
8BC8 zhà 诈
8BC9 sù 诉
8BCA zhěn 诊
8BCB dǐ 诋
8BCC zhōu 诌
8BCD cí 词
8BCE qū 诎
8BCF zhào 诏
8BD0 bì 诐
8BD1 yì 译
8BD2 yí 诒
8BD3 kuāng 诓
8BD4 lěi 诔
8BD5 shì 试
8BD6 guà 诖
8BD7 shī 诗
8BD8 jí,jié 诘
8BD9 huī 诙
8BDA chéng 诚
8BDB zhū 诛
8BDC shēn 诜
8BDD huà 话
8BDE dàn 诞
8BDF gòu 诟
8BE0 quán 诠
8BE1 guǐ 诡
8BE2 xún 询
8BE3 yì 诣
8BE4 zhēng 诤
8BE5 gāi 该
8BE6 xiáng 详
8BE7 chà 诧
8BE8 hùn 诨
8BE9 xǔ 诩
8BEA zhōu 诪
8BEB jiè 诫
8BEC wū 诬
8BED yǔ,yù 语
8BEE qiào 诮
8BEF wù 误
8BF0 gào 诰
8BF1 yòu 诱
8BF2 huì 诲
8BF3 kuáng 诳
8BF4 shuì,shuō,yuè 说
8BF5 sòng 诵
8BF7 qǐng 请
8BF8 zhū 诸
8BF9 zōu 诹
8BFA nuò 诺
8BFB dòu,dú 读
8BFC zhuó 诼
8BFD fěi 诽
8BFE kè 课
8BFF wěi 诿
8C00 yú 谀
8C01 shéi,shuí 谁
8C02 shěn 谂
8C03 diào,tiáo 调
8C04 chǎn 谄
8C05 liàng 谅
8C06 zhūn 谆
8C07 suì 谇
8C08 tán 谈
8C0A yì 谊
8C0B móu 谋
8C0C chén 谌
8C0D dié 谍
8C0E huǎng 谎
8C0F jiàn 谏
8C10 xié 谐
8C11 xuè 谑
8C12 yè 谒
8C13 wèi 谓
8C14 è 谔
8C15 yù 谕
8C16 xuān 谖
8C17 chán 谗
8C19 ān 谙
8C1A yàn 谚
8C1B dì 谛
8C1C mèi,mí 谜
8C1D piǎn 谝
8C1E xū 谞
8C1F mó 谟
8C20 dǎng 谠
8C21 sù 谡
8C22 xiè 谢
8C23 yáo 谣
8C24 bàng 谤
8C25 shì 谥
8C26 qiān 谦
8C27 mì 谧
8C28 jǐn 谨
8C29 mán,màn 谩
8C2A zhé 谪
8C2B jiǎn 谫
8C2C miù 谬
8C2D tán 谭
8C2E zèn 谮
8C2F qiáo,qiào 谯
8C30 lán 谰
8C31 pǔ 谱
8C32 jué 谲
8C33 yàn 谳
8C34 qiǎn 谴
8C35 zhān 谵
8C36 chèn 谶
8C37 gǔ,yù 谷
8C3F xī 谿
8C40 xī 豀
8C41 huá,huō,huò 豁
8C46 dòu 豆
8C47 jiāng 豇
8C48 qǐ,kǎi 豈
8C49 shì 豉
8C4C wān 豌
8C4E shù 豎
8C50 fēng 豐
8C54 yàn 豔
8C55 shǐ 豕
8C57 huī 豗
8C58 tún 豘
8C5A tún 豚
8C5D bā 豝
8C61 xiàng 象
8C62 huàn 豢
8C68 xī 豨
8C6A háo 豪
8C6B yù 豫
8C6C zhū 豬
8C6E fén 豮
8C73 bīn 豳
8C78 zhì 豸
8C79 bào 豹
8C7A chái 豺
8C82 diāo 貂
8C85 xiū 貅
8C86 huán 貆
8C89 háo,hé 貉
8C8A mò 貊
8C8C mào 貌
8C90 yǔ 貐
8C93 māo,máo 貓
8C94 pí 貔
8C98 mò 貘
8C9B huān 貛
8C9D bèi 貝
8CA4 yí,yì 貤
8CAF zhù 貯
8CB7 mǎi 買
8CC9 xù 賉
8CD3 bīn 賓
8CD4 bīn 賔
8CD9 zhōu 賙
8CDA lài 賚
8CDB zàn 賛
8CE2 xián 賢
8CE3 mài 賣
8CE4 jiàn 賤
8CE8 cóng 賨
8CEA zhì 質
8CEC zhàng 賬
8CEE jìn 賮
8CF8 shèng 賸
8CFC gòu 購
8D04 zhì 贄
8D09 dàn 贉
8D10 jìn 贐
8D11 gàn 贑
8D13 zāng 贓
8D16 shú 贖
8D17 yàn 贗
8D1C zāng 贜
8D1D bèi 贝
8D1E zhēn 贞
8D1F fù 负
8D21 gòng 贡
8D22 cái 财
8D23 zé 责
8D24 xián 贤
8D25 bài 败
8D27 huò 货
8D28 zhì 质
8D29 fàn 贩
8D2A tān 贪
8D2B pín 贫
8D2C biǎn 贬
8D2D gòu 购
8D2E zhù 贮
8D2F guàn 贯
8D30 èr 贰
8D31 jiàn 贱
8D32 bēn,bì 贲
8D33 shì 贳
8D34 tiē 贴
8D35 guì 贵
8D36 kuàng 贶
8D37 dài 贷
8D38 mào 贸
8D39 fèi 费
8D3A hè 贺
8D3B yí 贻
8D3C zéi 贼
8D3D zhì 贽
8D3E gǔ,jiǎ 贾
8D3F huì 贿
8D40 zī 赀
8D41 lìn 赁
8D42 lù 赂
8D43 zāng 赃
8D44 zī 资
8D45 gāi 赅
8D46 jìn 赆
8D47 qiú 赇
8D48 zhèn 赈
8D49 lài 赉
8D4A shē 赊
8D4B fù 赋
8D4C dǔ 赌
8D4D jī 赍
8D4E shú 赎
8D4F shǎng 赏
8D50 cì 赐
8D51 bì 赑
8D53 gēng 赓
8D54 péi 赔
8D55 dǎn 赕
8D56 lài 赖
8D57 fèng 赗
8D58 zhuì 赘
8D59 fù 赙
8D5A zhuàn,zuàn 赚
8D5B sài 赛
8D5C zé 赜
8D5D yàn 赝
8D5E zàn 赞
8D5F yūn 赟
8D60 zèng 赠
8D61 shàn 赡
8D62 yíng 赢
8D63 gàn 赣
8D64 chì 赤
8D66 shè 赦
8D67 nǎn 赧
8D6A chēng 赪
8D6B hè 赫
8D6D zhě 赭
8D6F táng 赯
8D70 zǒu 走
8D73 jiū 赳
8D74 fù 赴
8D75 zhào 赵
8D76 gǎn 赶
8D77 qǐ 起
8D78 shàn 赸
8D81 chèn 趁
8D82 chèn 趂
8D84 jū,qiè 趄
8D85 chāo 超
8D8A yuè 越
8D8B qū 趋
8D91 zī 趑
8D94 liè 趔
8D95 gǎn 趕
8D99 zhào 趙
8D9F tāng,tàng 趟
8DA3 cù,qù 趣
8DA6 zī 趦
8DA8 qū 趨
8DAF tì 趯
8DB1 zǎn 趱
8DB3 zú 足
8DB4 pā 趴
8DB5 bào,bō 趵
8DB8 dǔn 趸
8DBA fū 趺
8DBB chěn 趻
8DBC jiǎn 趼
8DBE zhǐ 趾
8DBF tā 趿
8DC0 yuè 跀
8DC2 qí,qì 跂
8DC3 yuè 跃
8DC4 qiāng,qiàng 跄
8DC5 tuò 跅
8DCB bá 跋
8DCC diē 跌
8DCE tuó 跎
8DCF jiā 跏
8DD0 cī,cǐ 跐
8DD1 páo,pǎo 跑
8DD4 jū 跔
8DD5 diǎn,diē 跕
8DD6 zhí 跖
8DD7 fū 跗
8DDA shān 跚
8DDB bǒ 跛
8DDD jù 距
8DDE lì,luò 跞
8DDF gēn 跟
8DE1 jī 跡
8DE2 duò 跢
8DE3 xiǎn 跣
8DE4 jiāo 跤
8DE5 duò 跥
8DE8 kuà 跨
8DE9 zhuǎi 跩
8DEA guì 跪
8DEB qióng 跫
8DEC kuǐ 跬
8DEF lù 路
8DF0 pián 跰
8DF2 jiá 跲
8DF3 tiào 跳
8DF4 cǎi 跴
8DF5 jiàn 践
8DF7 qiāo 跷
8DF8 bì 跸
8DF9 xiān 跹
8DFA duò 跺
8DFB jī 跻
8DFC jú 跼
8DFD jì 跽
8E05 xué 踅
8E06 cūn 踆
8E09 liáng,liàng 踉
8E0A yǒng 踊
8E0C chóu 踌
8E0F tā,tà 踏
8E10 jiàn 踐
8E12 wō 踒
8E14 chuō 踔
8E16 jí 踖
8E1D huái 踝
8E1E jù 踞
8E1F chí 踟
8E21 quán 踡
8E22 tī 踢
8E23 bó 踣
8E26 yǐ 踦
8E27 cù 踧
8E29 cǎi 踩
8E2A zōng 踪
8E2B pèng 踫
8E2C zhì 踬
8E2E diǎn 踮
8E2F zhí 踯
8E30 yú 踰
8E31 duò 踱
8E33 chuǎn 踳
8E34 yǒng 踴
8E35 zhǒng 踵
8E36 dì 踶
8E38 chěn 踸
8E39 chuài 踹
8E3A jiàn 踺
8E3D jǔ 踽
8E40 dié 蹀
8E41 pián 蹁
8E42 róu 蹂
8E44 tí 蹄
8E45 chǎ 蹅
8E47 jiǎn 蹇
8E48 dǎo 蹈
8E49 cuō 蹉
8E4A qī,xī 蹊
8E4B tà 蹋
8E4C qiāng,qiàng 蹌
8E4D niǎn 蹍
8E4F tí 蹏
8E50 jí 蹐
8E51 niè 蹑
8E52 pán 蹒
8E54 zàn 蹔
8E55 bì 蹕
8E59 cù 蹙
8E5A tāng 蹚
8E5C sù 蹜
8E5F jī 蹟
8E60 zhí 蹠
8E61 qiāng,qiàng 蹡
8E62 dí,zhí 蹢
8E63 pán 蹣
8E64 zōng 蹤
8E66 bèng 蹦
8E69 bié 蹩
8E6C dēng,dèng 蹬
8E6D cèng 蹭
8E6F fán 蹯
8E70 chú 蹰
8E72 cún,dūn 蹲
8E74 cù,jiu 蹴
8E75 cù 蹵
8E76 jué,juě 蹶
8E77 jué 蹷
8E7A qiāo 蹺
8E7B juē,qiāo 蹻
8E7C pǔ 蹼
8E7D liāo 蹽
8E7E dūn 蹾
8E7F cuān 蹿
8E81 zào 躁
8E83 bì 躃
8E84 bì 躄
8E85 zhú 躅
8E87 chú 躇
8E88 qiào 躈
8E89 dǔn 躉
8E8A chóu 躊
8E8B jī 躋
8E8D yuè 躍
8E8F lìn 躏
8E90 liè 躐
8E91 zhí 躑
8E92 lì,luò 躒
8E93 zhì 躓
8E94 chán 躔
8E95 chú 躕
8E97 wèi 躗
8E9A xiān 躚
8E9C zuān 躜
8E9E xiè 躞
8EA1 niè 躡
8EA5 cuān 躥
8EAB shēn 身
8EAC gōng 躬
8EAD dān 躭
8EAF qū 躯
8EB0 tǐ 躰
8EB1 duǒ 躱
8EB2 duǒ 躲
8EB3 gōng 躳
8EB6 luǒ 躶
8EBA tǎng 躺
8EC0 qū 軀
8EC3 duǒ 軃
8ECA chē,jū 車
8ECF yuè 軏
8EF1 gū 軱
8F00 ér 輀
8F0B shē 輋
8F13 wǎn 輓
8F15 qīng 輕
8F17 ní 輗
8F19 zhé 輙
8F1B liàng 輛
8F28 guǎn 輨
8F2A lún 輪
8F2D ruǎn 輭
8F34 chūn 輴
8F36 yóu 輶
8F47 jiāo 轇
8F49 zhuǎi,zhuǎn,zhuàn 轉
8F4E jiào 轎
8F55 gé 轕
8F57 kǎn 轗
8F58 huán,huàn 轘
8F5F hōng 轟
8F62 lì 轢
8F64 lú 轤
8F66 chē,jū 车
8F67 gá,yà,zhá 轧
8F68 guǐ 轨
8F69 xuān 轩
8F6A dài 轪
8F6B rèn 轫
8F6C zhuǎi,zhuǎn,zhuàn 转
8F6D è 轭
8F6E lún 轮
8F6F ruǎn 软
8F70 hōng 轰
8F71 gū 轱
8F72 kē,kě 轲
8F73 lú 轳
8F74 zhóu,zhòu 轴
8F75 zhǐ 轵
8F76 yì 轶
8F77 hū 轷
8F78 zhěn 轸
8F79 lì 轹
8F7A yáo 轺
8F7B qīng 轻
8F7C shì 轼
8F7D zǎi,zài 载
8F7E zhì 轾
8F7F jiào 轿
8F80 zhōu 辀
8F81 quán 辁
8F82 lù 辂
8F83 jiào 较
8F84 zhé 辄
8F85 fǔ 辅
8F86 liàng 辆
8F87 niǎn 辇
8F88 bèi 辈
8F89 huī 辉
8F8A gǔn 辊
8F8B wǎng 辋
8F8C liáng 辌
8F8D chuò 辍
8F8E zī 辎
8F8F còu 辏
8F90 fú 辐
8F91 jí 辑
8F92 wēn 辒
8F93 shū 输
8F94 pèi 辔
8F95 yuán 辕
8F96 xiá 辖
8F97 niǎn,zhǎn 辗
8F98 lù 辘
8F99 zhé 辙
8F9A lín 辚
8F9B xīn 辛
8F9C gū 辜
8F9E cí 辞
8F9F bì,pī,pì 辟
8FA0 zuì 辠
8FA3 là 辣
8FA4 cí 辤
8FA6 bàn 辦
8FA8 biàn 辨
8FA9 biàn 辩
8FAB biàn 辫
8FAD cí 辭
8FAE biàn 辮
8FAF biàn 辯
8FB0 chén 辰
8FB1 rǔ 辱
8FB2 nóng 農
8FB3 nóng 辳
8FB4 chǎn 辴
8FB5 chuò 辵
8FB9 biān,bian 边
8FBB shí 辻
8FBD liáo 辽
8FBE dá 达
8FBF chān 辿
8FC1 qiān 迁
8FC2 yū 迂
8FC4 qì 迄
8FC5 xùn 迅
8FC6 yí,yǐ 迆
8FC7 guō,guò 过
8FC8 mài 迈
8FCD zhūn 迍
8FCE yíng 迎
8FD0 yùn 运
8FD1 jìn 近
8FD2 háng 迒
8FD3 yà 迓
8FD4 fǎn 返
8FD5 wù 迕
8FD8 hái,huán 还
8FD9 zhè,zhèi 这
8FDB jìn 进
8FDC yuǎn 远
8FDD wéi 违
8FDE lián 连
8FDF chí 迟
8FE2 tiáo 迢
8FE4 yí,yǐ 迤
8FE5 jiǒng 迥
8FE6 jiā 迦
8FE8 dài 迨
8FE9 ěr 迩
8FEA dí 迪
8FEB pǎi,pò 迫
8FED dié 迭
8FEE zé 迮
8FEF táo 迯
8FF0 shù 述
8FF4 huí 迴
8FF7 mí 迷
8FF8 bèng 迸
8FF9 jī 迹
8FFA nǎi 迺
8FFB yí 迻
8FFD zhuī 追
9000 tuì 退
9001 sòng 送
9002 kuò,shì 适
9003 táo 逃
9004 páng 逄
9005 hòu 逅
9006 nì 逆
9009 xuǎn 选
900A xùn 逊
900B bū 逋
900D xiāo 逍
900F tòu 透
9010 zhú 逐
9011 qiú 逑
9012 dì 递
9014 tú 途
9015 jìng 逕
9016 tì 逖
