博库  bo2 ku4   
潮鼓  chao2 gu3   
潮海  chao2 hai3   
潮痕  chao2 hen2   
潮候  chao2 hou4   
潮忽忽  chao2 hu1 hu1   
潮户  chao2 hu4   
潮鸡  chao2 ji1   
潮满  chao2 man3   
潮闷  chao2 men4   
潮面  chao2 mian4   
潮鸣电掣  chao2 ming2 dian4 che4   
潮鸣电挚  chao2 ming2 dian4 zhi4   
潮脑  chao2 nao3   
潮腻  chao2 ni4   
潮黏黏  chao2 nian2 nian2   
潮平  chao2 ping2   
潮期  chao2 qi1   
潮热  chao2 re4   
潮丝丝  chao2 si1 si1   
潮涛  chao2 tao1   
潮田  chao2 tian2   
潮汐发电  chao2 xi1 fa1 dian4   
潮汐能  chao2 xi1 neng2   
潮信  chao2 xin4   
潮烟  chao2 yan1   
潮银  chao2 yin2   
潮勇  chao2 yong3   
潮涨潮落  chao2 zhang3 chao2 luo4   
潮州大锣鼓  chao2 zhou1 da4 luo2 gu3   
潮州木雕  chao2 zhou1 mu4 diao1   
潮州市  chao2 zhou1 shi4   
吵包子  chao3 bao1 zi5   
吵吵  chao3 chao3   
吵翻  chao3 fan1   
吵烦  chao3 fan2   
吵房  chao3 fang2   
吵聒  chao3 guo1   
吵乱子  chao3 luan4 zi3   
吵螺丝  chao3 luo2 si1   
吵螺蛳  chao3 luo2 si1   
吵窝子  chao3 wo1 zi5   
吵喜  chao3 xi3   
吵殃子  chao3 yang1 zi3   
吵秧子  chao3 yang1 zi3   
吵仗  chao3 zhang4   
吵子  chao3 zi3   
炒炒闹闹  chao3 chao3 nao4 nao4   
炒炒七七  chao3 chao3 qi1 qi1   
炒刺  chao3 ci4   
炒地皮  chao3 di4 pi2   
炒股票  chao3 gu3 piao4   
炒聒  chao3 guo1   
炒金  chao3 jin1   
炒闹  chao3 nao4   
炒戚  chao3 qi1   
炒青  chao3 qing1   
炒铁  chao3 tie3   
炒团  chao3 tuan2   
炒咬  chao3 yao3   
麨蜜  chao3 mi4   
麨面  chao3 mian4   
车熬  che1 ao2   
车螯  che1 ao2   
车班班  che1 ban1 ban1   
车斑斑  che1 ban1 ban1   
车绊  che1 ban4   
车帮  che1 bang1   
车本  che1 ben3   
车币  che1 bi4   
车弊  che1 bi4   
车兵  che1 bing1   
车柄  che1 bing3   
车驳  che1 bo2   
车舱  che1 cang1   
车侧郭门  che1 ce4 guo1 men2   
车襜  che1 dan1   
车尘  che1 chen2   
车尘马迹  che1 chen2 ma3 ji4   
车尘马足  che1 chen2 ma3 zu2   
车丞相  che1 cheng2 xiang4   
车乘  che1 cheng2   
车程  che1 cheng2   
车驰  che1 chi2   
车驰马骤  che1 chi2 ma3 zhou4   
车从  che1 cong2   
车凑  che1 cou4   
车怠马烦  che1 dai4 ma3 fan2   
车殆马烦  che1 dai4 ma3 fan2   
车担  che1 dan1   
车档  che1 dang4   
车刀  che1 dao1   
车到山前自有路  che1 dao4 shan1 qian2 zi4 you3 lu4   
车蹬  che1 deng1   
车店  che1 dian4   
车垫  che1 dian4   
车枙  che1 e4   
车轭  che1 e4   
车耳  che1 er3   
车藩  che1 fan1   
车轓  che1 fan1   
车烦马毙  che1 fan2 ma3 bi4   
车蕃  che1 fan1   
车非  che1 fei1   
车匪  che1 fei3   
车份  che1 fen4   
车封  che1 feng1   
车服  che1 fu2   
车辐  che1 fu2   
车府  che1 fu3   
车府令  che1 fu3 ling4   
车辅  che1 fu3   
车赋  che1 fu4   
车盖  che1 gai4   
车缸  che1 gang1   
车釭  che1 gang1   
车革  che1 ge2   
车蛤  che1 ha2   
车公  che1 gong1   
车攻马同  che1 gong1 ma3 tong5   
车宫  che1 gong1   
车钩  che1 gou1   
车毂  che1 gu1   
车箍辘会  che1 gu1 lu5 hui4   
车轨  che1 gui3   
车轨共文  che1 gui3 gong4 wen2   
车过腹痛  che1 guo4 fu4 tong4   
车航  che1 hang2   
车衡  che1 heng2   
车户  che1 hu4   
车戽  che1 hu4   
车轘  che1 huan4   
车槥  che1 hui4   
车击舟连  che1 ji1 zhou1 lian2   
车迹  che1 ji4   
车屐  che1 ji1   
车汲  che1 ji2   
车戟  che1 ji3   
车家  che1 jia1   
车甲  che1 jia3   
车价  che1 jia4   
车葥  che1 qian2   
车匠  che1 jiang4   
车脚  che1 jiao3   
车脚夫  che1 jiao3 fu1   
车轿  che1 jiao4   
车镜  che1 jing4   
车客  che1 ke4   
车口  che1 kou3   
车兰  che1 lan2   
车栏  che1 lan2   
车阑  che1 lan2   
车雷  che1 lei2   
车笠  che1 li4   
车笠交  che1 li4 jiao1   
车笠盟  che1 li4 meng2   
车笠之盟  che1 li4 zhi1 meng2   
车帘  che1 lian2   
车梁  che1 liang2   
车梁木  che1 liang2 mu4   
车两  che1 liang3   
车辆厂  che1 liang4 chang3   
车量斗数  che1 liang4 dou4 shu4   
车邻  che1 lin2   
车軨  che1 ling3   
车令  che1 ling4   
车龙  che1 long2   
车龙马水  che1 long2 ma3 shui3   
车庐  che1 lu2   
车辂  che1 lu4   
车路  che1 lu4   
车轮菜  che1 lun2 cai4   
车马  che1 ma3   
车马辐辏  che1 ma3 fu2 cou4   
车马客  che1 ma3 ke4   
车马骈阗  che1 ma3 pian2 tian2   
车马如龙  che1 ma3 ru2 long2   
车马填门  che1 ma3 tian2 men2   
车幔  che1 man4   
车亩  che1 mu3   
车囊  che1 nang2   
车脑  che1 nao3   
车輗  che1 yi4   
车逆  che1 ni4   
车辇  che1 nian3   
车牛  che1 niu2   
车弩  che1 nu3   
车盘  che1 pan2   
车旆  che1 pei4   
车軿  che1 ping2   
车仆  che1 pu2   
车骑  che1 qi2   
车骑马  che1 qi2 ma3   
车旗  che1 qi2   
车器  che1 qi4   
车前八驺  che1 qian2 ba1 zou1   
车前子  che1 qian2 zi3   
车渠  che1 qu2   
车人  che1 ren2   
车輮  che1 rou2   
车如流水马如龙  che1 ru2 liu2 shui3 ma3 ru2 long2   
车轖  che1 se4   
车上吐茵  che1 shang4 tu3 yin1   
车生耳  che1 sheng1 er3   
车师  che1 shi1   
车什  che1 shen2   
车士  che1 shi4   
车饰  che1 shi4   
车书  che1 shu1   
车水  che1 shui3   
车司马  che1 si1 ma3   
车肆  che1 si4   
车踏  che1 ta4   
车梯  che1 ti1   
车填马隘  che1 tian2 ma3 ai4   
车通  che1 tong1   
车同轨  che1 tong5 gui3   
车同轨书同文  che1 tong5 gui3 shu1 tong5 wen2   
车徒  che1 tu2   
车陀  che1 tuo2   
车瓦  che1 wa3   
车挽  che1 wan3   
车围  che1 wei2   
车帷  che1 wei2   
车尾  che1 wei3   
车屋  che1 wu1   
车无退表  che1 wu2 tui4 biao3   
车戏  che1 xi4   
车辖  che1 xia2   
车辖铁尽  che1 xia2 tie3 jin4   
车下李  che1 xia4 li3   
车幰  che1 xian3   
车箱  che1 xiang1   
车牙  che1 ya2   
车檐  che1 yan2   
车鞅  che1 yang1   
车遥遥  che1 yao2 yao2   
车叶  che1 ye4   
车衣  che1 yi1   
车仪  che1 yi2   
车輢  che1 yi3   
车轶  che1 yi4   
车茵  che1 yin1   
车音  che1 yin1   
车裀  che1 yin1   
车靷  che1 yin3   
车营  che1 ying2   
车用汽油  che1 yong4 qi4 you2   
车牖  che1 you3   
车右  che1 you4   
车鱼  che1 yu2   
车舆  che1 yu2   
车羽  che1 yu3   
车雨  che1 yu3   
车驭  che1 yu4   
车轝  che1 yu4   
车軏  che1 yue4   
车载板  che1 zai4 ban3   
车载船装  che1 zai4 chuan2 zhuang1   
车在马前  che1 zai4 ma3 qian2   
车战  che1 zhan4   
车栈  che1 zhan4   
车掌  che1 zhang3   
车仗  che1 zhang4   
车帐  che1 zhang4   
车辙马迹  che1 zhe2 ma3 ji4   
车枕  che1 zhen3   
车轸  che1 zhen3   
车正  che1 zheng4   
车脂  che1 zhi1   
车轵  che1 zhi3   
车重  che1 zhong4   
车辀  che1 zhou1   
车轴草  che1 zhou2 cao3   
车轴汉  che1 zhou2 han4   
车注  che1 zhu4   
车转  che1 zhuan3   
车辎  che1 zi1   
车踪  che1 zong1   
车驺  che1 zou1   
车座  che1 zuo4   
砗磲  che1 qu2   
唓遮  che1 zhe1   
唓嗻  che1 zhe4   
莗葥  che1 qian2   
蛼螯  che1 ao2   
扯巴  che3 ba1   
扯白  che3 bai2   
扯常  che3 chang2   
扯扯拽拽  che3 che3 zhuai4 zhuai4   
扯撮  che3 cuo1   
扯大  che3 da4   
扯淡  che3 dan4   
扯蛋  che3 dan4   
扯倒  che3 dao3   
扯翻  che3 fan1   
扯风  che3 feng1   
扯鼓夺旗  che3 gu3 duo2 qi2   
扯鸡骂狗  che3 ji1 ma4 gou3   
扯娇  che3 jiao1   
扯筋  che3 jin1   
扯空砑光  che3 kong1 ya4 guang1   
扯拉  che3 la1   
扯烂污  che3 lan4 wu1   
扯里狲  che3 li3 sun1   
扯铃  che3 ling2   
扯掳  che3 lu3   
扯乱弹  che3 luan4 tan2   
扯攞  che3 luo3   
扯络  che3 luo4   
扯落  che3 luo4   
扯篷  che3 peng2   
扯篷拉纤  che3 peng2 la1 qian4   
扯旗放炮  che3 qi2 fang4 pao4   
扯旗放砲  che3 qi2 fang4 pao4   
扯气  che3 qi4   
扯劝  che3 quan4   
扯臊  che3 sao4   
扯手  che3 shou3   
扯首  che3 shou3   
扯顺风旗  che3 shun4 feng1 qi2   
扯谈  che3 tan2   
扯天扯地  che3 tian1 che3 di4   
扯头  che3 tou2   
扯纤拉烟  che3 xian1 la1 yan1   
扯闲篇  che3 xian2 pian1   
扯挦  che3 xian2   
扯线宫戏  che3 xian4 gong1 xi4   
扯叶儿  che3 ye4 er5   
扯直  che3 zhi2   
扯拽  che3 zhuai4   
扯捽  che3 zuo2   
撦鼓夺旗  che3 gu3 duo2 qi2   
撦裂  che3 lie4   
撦冶  che3 ye3   
撦磔  che3 zhe2   
撦拽  che3 zhuai4   
屮稾  che4 kao4   
屮茅  cao3 mao2   
屮昧  cao3 mei4   
屮蹻  che4 qiao1   
屮实  che4 shi2   
彻案  che4 an4   
彻白  che4 bai2   
彻备  che4 bei4   
彻编  che4 bian1   
彻兵  che4 bing1   
彻彻  che4 che4   
彻达  che4 da2   
彻胆  che4 dan3   
彻旦  che4 dan4   
彻底澄清  che4 di3 deng4 qing1   
彻歌  che4 ge1   
彻官  che4 guan1   
彻侯  che4 hou2   
彻棘  che4 ji2   
彻简  che4 jian3   
彻鉴  che4 jian4   
彻卷  che4 juan3   
彻朗  che4 lang3   
彻乐  che4 le4   
彻里彻外  che4 li3 che4 wai4   
彻里至外  che4 li3 zhi4 wai4   
彻帘  che4 lian2   
彻幂  che4 mi4   
彻明  che4 ming2   
彻命  che4 ming4   
彻内彻外  che4 nei4 che4 wai4   
彻贫  che4 pin2   
彻齐  che4 qi2   
彻瑟  che4 se4   
彻膳  che4 shan4   
彻上彻下  che4 shang4 che4 xia4   
彻梢  che4 shao1   
彻身  che4 shen1   
彻首彻尾  che4 shou3 che4 wei3   
彻曙  che4 shu3   
彻天  che4 tian1   
彻田  che4 tian2   
彻盷  che4 xian2   
彻听  che4 ting1   
彻头  che4 tou2   
彻席  che4 xi2   
彻县  che4 xian4   
彻宵  che4 xiao1   
彻晓  che4 xiao3   
彻心彻骨  che4 xin1 che4 gu3   
彻行  che4 hang2   
彻悬  che4 xuan2   
彻扎  che4 zha1   
彻札  che4 zha2   
彻止  che4 zhi3   
彻重  che4 zhong4   
彻昼  che4 zhou4   
彻馔  che4 zhuan4   
彻缀  che4 zhui4   
彻俎  che4 zu3   
彻坐  che4 zuo4   
坼副  che4 fu4   
坼嫮  che4 hu4   
坼剖  che4 pou1   
坼罅  che4 xia4   
坼兆  che4 zhao4   
掣白  che4 bai2   
掣板  che4 ban3   
掣笔郎  che4 bi3 lang2   
掣掣  che4 che4   
掣掣泄泄  che4 che4 xie4 xie4   
掣电  che4 dian4   
掣顿  che4 dun4   
掣获  che4 huo4   
掣缴  che4 jiao3   
掣襟露肘  che4 jin1 lu4 zhou3   
掣襟肘见  che4 jin1 zhou3 jian4   
掣鲸  che4 jing1   
掣搦  che4 nuo4   
掣签  che4 qian1   
掣挈  che4 qie4   
掣取  che4 qu3   
掣手  che4 shou3   
掣缩  che4 suo1   
掣所  che4 suo3   
掣验  che4 yan4   
掣曳  che4 ye4   
掣曳曳  che4 ye4 ye4   
掣制  che4 zhi4   
掣纵  che4 zong4   
硩采  che4 cai3   
硩蔟  che4 cu4   
硩蔟氏  che4 cu4 shi4   
硩陊  che4 duo4   
撤案  che4 an4   
撤版  che4 ban3   
撤保  che4 bao3   
撤备  che4 bei4   
撤蔀  che4 bu4   
撤材  che4 cai2   
撤茶  che4 cha2   
撤点  che4 dian3   
撤佃  che4 dian4   
撤调  che4 diao4   
撤动  che4 dong4   
撤废  che4 fei4   
撤根到底  che4 gen1 dao4 di3   
撤坏  che4 huai4   
撤毁  che4 hui3   
撤火  che4 huo3   
撤棘  che4 ji2   
撤警  che4 jing3   
撤酒  che4 jiu3   
撤烂污  che4 lan4 wu1   
撤帘  che4 lian2   
撤免  che4 mian3   
撤弃  che4 qi4   
撤瑟  che4 se4   
撤身  che4 shen1   
撤守  che4 shou3   
撤围  che4 wei2   
撤晓  che4 xiao3   
撤营  che4 ying2   
撤帐  che4 zhang4   
撤资  che4 zi1   
撤嘴  che4 zui3   
澈查  che4 cha2   
澈底  che4 di3   
澈底澄清  che4 di3 deng4 qing1   
澈骨  che4 gu3   
澈究  che4 jiu1   
澈亮  che4 liang4   
澈漠  che4 mo4   
澈声  che4 sheng1   
澈透  che4 tou4   
澈悟  che4 wu4   
澈虚  che4 xu1   
澈夜  che4 ye4   
澈映  che4 ying4   
爡爡  che4 che4   
爡焥  che4 wo4   
抻练  chen1 lian4   
棽棽  chen1 chen1   
棽丽  chen1 li4   
棽俪  chen1 li4   
棽钟  chen1 zhong1   
琛板  chen1 ban3   
琛贝  chen1 bei4   
琛琲  chen1 bei4   
琛币  chen1 bi4   
琛帛  chen1 bo2   
琛册  chen1 ce4   
琛賨  chen1 cong2   
琛贡  chen1 gong4   
琛赆  chen1 jin4   
琛缡  chen1 li2   
琛丽  chen1 li4   
琛赂  chen1 lu4   
琛瑞  chen1 rui4   
琛献  chen1 xian4   
嗔嗔  chen1 chen1   
嗔叱  chen1 chi4   
嗔道  chen1 dao4   
嗔毒  chen1 du2   
嗔妒  chen1 du4   
嗔妬  chen1 du4   
嗔忿  chen1 fen4   
嗔忿忿  chen1 fen4 fen4   
嗔愤  chen1 fen4   
嗔诟  chen1 gou4   
嗔诃  chen1 he1   
嗔呵  chen1 he1   
嗔喝  chen1 he1   
嗔恨  chen1 hen4   
嗔恚  chen1 hui4   
嗔恚心  chen1 hui4 xin1   
嗔面戏  chen1 mian4 xi4   
嗔目  chen1 mu4   
嗔目切齿  chen1 mu4 qie4 chi3   
嗔恼  chen1 nao3   
嗔拳  chen1 quan2   
嗔拳不打笑面  chen1 quan2 bu4 da3 xiao4 mian4   
嗔色  chen1 se4   
嗔视  chen1 shi4   
嗔嫌  chen1 xian2   
嗔心  chen1 xin1   
嗔咽  chen1 yan1   
嗔鱼  chen1 yu2   
嗔怨  chen1 yuan4   
嗔责  chen1 ze2   
賝宝  chen1 bao3   
賝贡  chen1 gong4   
賝赆  chen1 jin4   
賝赂  chen1 lu4   
尘埃传染  chen2 ai1 chuan2 ran3   
尘埃落定  chen2 ai1 luo4 ding4   
尘壒  chen2 ai4   
尘鞍  chen2 an1   
尘谤  chen2 bang4   
尘抱  chen2 bao4   
尘坌  chen2 ben4   
尘秕  chen2 bi3   
尘鄙  chen2 bi3   
尘编  chen2 bian1   
尘熛  chen2 biao1   
尘表  chen2 biao3   
尘尘  chen2 chen2   
尘尘刹刹  chen2 chen2 sha1 sha1   
尘触  chen2 chu4   
尘床  chen2 chuang2   
尘邓邓  chen2 deng4 deng4   
尘点  chen2 dian3   
尘玷  chen2 dian4   
尘动  chen2 dong4   
尘渎  chen2 du2   
尘黩  chen2 du2   
尘蠹  chen2 du4   
尘凡  chen2 fan2   
尘烦  chen2 fan2   
尘樊  chen2 fan2   
尘纷  chen2 fen1   
尘氛  chen2 fen1   
尘坋  chen2 fen4   
尘伏  chen2 fu2   
尘腐  chen2 fu3   
尘根  chen2 gen1   
尘羹  chen2 geng1   
尘羹涂饭  chen2 geng1 tu2 fan4   
尘垢秕糠  chen2 gou4 bi3 kang1   
尘垢粃糠  chen2 gou4 bi3 kang1   
尘垢囊  chen2 gou4 nang2   
尘毂  chen2 gu1   
尘轨  chen2 gui3   
尘海  chen2 hai3   
尘化  chen2 hua4   
尘怀  chen2 huai2   
尘阛  chen2 huan2   
尘幻  chen2 huan4   
尘灰  chen2 hui1   
尘秽  chen2 hui4   
尘昏  chen2 hun1   
尘混  chen2 hun2   
尘机  chen2 ji1   
尘迹  chen2 ji4   
尘羁  chen2 ji1   
尘鞿  chen2 ji1   
尘间  chen2 jian1   
尘劫  chen2 jie2   
尘界  chen2 jie4   
尘襟  chen2 jin1   
尘境  chen2 jing4   
尘涓  chen2 juan1   
尘卷风  chen2 juan3 feng1   
尘渴  chen2 ke3   
尘客  chen2 ke4   
尘堁  chen2 ke4   
尘堀  chen2 ku1   
尘览  chen2 lan3   
尘劳  chen2 lao2   
尘累  chen2 lei4   
尘笼  chen2 long2   
尘陋  chen2 lou4   
尘露  chen2 lu4   
尘路  chen2 lu4   
尘侣  chen2 lv3   
尘虑  chen2 lv4   
尘埋  chen2 mai2   
尘霾  chen2 mai2   
尘冒  chen2 mao4   
尘没  chen2 mei2   
尘浼  chen2 mei3   
尘昧  chen2 mei4   
尘蒙  chen2 meng2   
尘梦  chen2 meng4   
尘迷  chen2 mi2   
尘面  chen2 mian4   
尘邈  chen2 miao3   
尘冥  chen2 ming2   
尘末  chen2 mo4   
尘泥  chen2 ni2   
尘腻  chen2 ni4   
尘念  chen2 nian4   
尘彯  chen2 piao1   
尘品  chen2 pin3   
尘气  chen2 qi4   
尘牵  chen2 qian1   
尘情  chen2 qing2   
尘球  chen2 qiu2   
尘区  chen2 qu1   
尘壤  chen2 rang3   
尘容  chen2 rong2   
尘冗  chen2 rong3   
尘色  chen2 se4   
尘沙  chen2 sha1   
尘沙劫  chen2 sha1 jie2   
尘刹  chen2 sha1   
尘市  chen2 shi4   
尘视  chen2 shi4   
尘思  chen2 si1   
尘素  chen2 su4   
尘琐  chen2 suo3   
尘榻  chen2 ta4   
尘忝  chen2 tian3   
尘听  chen2 ting1   
尘头  chen2 tou2   
尘头大起  chen2 tou2 da4 qi3   
尘途  chen2 tu2   
尘蜕  chen2 tui4   
尘外  chen2 wai4   
尘外孤标  chen2 wai4 gu1 biao1   
尘顽  chen2 wan2   
尘网  chen2 wang3   
尘妄  chen2 wang4   
尘微  chen2 wei1   
尘委  chen2 wei3   
尘污  chen2 wu1   
尘务  chen2 wu4   
尘物  chen2 wu4   
尘习  chen2 xi2   
尘下  chen2 xia4   
尘相  chen2 xiang1   
尘香  chen2 xiang1   
尘响  chen2 xiang3   
尘想  chen2 xiang3   
尘宵  chen2 xiao1   
尘屑  chen2 xie4   
尘心  chen2 xin1   
尘喧  chen2 xuan1   
尘言  chen2 yan2   
尘颜  chen2 yan2   
尘鞅  chen2 yang1   
尘坱  chen2 yang3   
尘役  chen2 yi4   
尘意  chen2 yi4   
尘曀  chen2 yi4   
尘翳  chen2 yi4   
尘音  chen2 yin1   
尘缨  chen2 ying1   
尘羽  chen2 yu3   
尘域  chen2 yu4   
尘韵  chen2 yun4   
尘杂  chen2 za2   
尘甑  chen2 zeng4   
尘涨  chen2 zhang3   
尘障  chen2 zhang4   
尘辙  chen2 zhe2   
尘至  chen2 zhi4   
尘躅  chen2 zhu2   
尘浊  chen2 zhuo2   
尘缁  chen2 zi1   
尘滓  chen2 zi3   
臣臣  chen2 chen2   
臣道  chen2 dao4   
臣伏  chen2 fu2   
臣附  chen2 fu4   
臣工  chen2 gong1   
臣官  chen2 guan1   
臣极  chen2 ji2   
臣节  chen2 jie2   
臣礼  chen2 li3   
臣隶  chen2 li4   
臣寮  chen2 liao2   
臣邻  chen2 lin2   
臣虏  chen2 lu3   
臣门如市  chen2 men2 ru2 shi4   
臣孽  chen2 nie4   
臣仆  chen2 pu2   
臣妾  chen2 qie4   
臣人  chen2 ren2   
臣使  chen2 shi3   
臣仕  chen2 shi4   
臣事  chen2 shi4   
臣术  chen2 shu4   
臣庶  chen2 shu4   
臣朔  chen2 shuo4   
臣司  chen2 si1   
臣卫  chen2 wei4   
臣位  chen2 wei4   
臣心如水  chen2 xin1 ru2 shui3   
臣姓  chen2 xing4   
臣畜  chen2 chu4   
臣一  chen2 yi1   
臣一主二  chen2 yi1 zhu3 er4   
臣役  chen2 yi4   
臣御  chen2 yu4   
臣宰  chen2 zai3   
臣制  chen2 zhi4   
臣属  chen2 shu3   
臣佐  chen2 zuo3   
忱辞  chen2 ci2   
忱悃  chen2 kun3   
忱恂  chen2 xun2   
沉洝浓郁  chen2 yan4 nong2 yu4   
沉博绝丽  chen2 bo2 jue2 li4   
沉不住气  chen2 bu4 zhu4 qi4   
沉烽静柝  chen2 feng1 jing4 tuo4   
沉浮俯仰  chen2 fu2 fu3 yang3   
沉痼自若  chen2 gu4 zi4 ruo4   
沉厚寡言  chen2 hou4 gua3 yan2   
沉机观变  chen2 ji1 guan1 bian4   
沉几观变  chen2 ji3 guan1 bian4   
沉渐刚克  chen2 jian4 gang1 ke4   
沉静寡言  chen2 jing4 gua3 yan2   
沉疴难起  chen2 ke1 nan2 qi3   
沉疴宿疾  chen2 ke1 xiu3 ji2   
沉李浮瓜  chen2 li3 fu2 gua1   
沉迷不悟  chen2 mi2 bu4 wu4   
沉密寡言  chen2 mi4 gua3 yan2   
沉湎酒色  chen2 mian3 jiu3 se4   
沉湎淫逸  chen2 mian3 yin2 yi4   
沉谋研虑  chen2 mou2 yan2 lv4   
沉谋重虑  chen2 mou2 zhong4 lv4   
沉凝  chen2 ning2   
沉潜刚克  chen2 qian2 gang1 ke4   
沉声静气  chen2 sheng1 jing4 qi4   
沉思翰藻  chen2 si1 han4 zao3   
沉思默虑  chen2 si1 mo4 lv4   
沉思默想  chen2 si1 mo4 xiang3   
沉思熟虑  chen2 si1 shu2 lv4   
沉潭  chen2 tan2   
沉心静气  chen2 xin1 jing4 qi4   
沉雄悲壮  chen2 xiong2 bei1 zhuang4   
沉雄古逸  chen2 xiong2 gu3 yi4   
沉毅寡言  chen2 yi4 gua3 yan2   
沉吟不决  chen2 yin2 bu4 jue2   
沉吟不语  chen2 yin2 bu4 yu3   
沉吟未决  chen2 yin2 wei4 jue2   
沉吟章句  chen2 yin2 zhang1 ju4   
沉郁顿挫  chen2 yu4 dun4 cuo4   
沉冤莫雪  chen2 yuan1 mo4 xue3   
沉灶产蛙  chen2 zao4 chan3 wa1   
沉灶生蛙  chen2 zao4 sheng1 wa1   
沉重寡言  chen2 zhong4 gua3 yan2   
沉重少言  chen2 zhong4 shao3 yan2   
沉舟侧畔千帆过  chen2 zhou1 ce4 pan4 qian1 fan1 guo4   
病树前头万木春  bing4 shu4 qian2 tou2 wan4 mu4 chun1   
沉舟破釜  chen2 zhou1 po4 fu3   
沉著痛快  chen2 zhu4 tong4 kuai4   
沉着痛快  chen2 zhuo2 tong4 kuai4   
沉滓泛起  chen2 zi3 fan4 qi3   
辰参  chen2 can1   
辰地  chen2 di4   
辰斗  chen2 dou4   
辰放氏  chen2 fang4 shi4   
辰告  chen2 gao4   
辰勾  chen2 gou1   
辰光  chen2 guang1   
辰晷  chen2 gui3   
辰韩  chen2 han2   
辰汉  chen2 han4   
辰河戏  chen2 he2 xi4   
辰衡  chen2 heng2   
辰堠  chen2 hou4   
辰极  chen2 ji2   
辰驾  chen2 jia4   
辰鉴  chen2 jian4   
辰角  chen2 jiao3   
辰阶  chen2 jie1   
辰精  chen2 jing1   
辰居  chen2 ju1   
辰刻  chen2 ke4   
辰旒  chen2 liu2   
辰马  chen2 ma3   
辰牡  chen2 mu3   
辰暮  chen2 mu4   
辰牌  chen2 pai2   
辰旆  chen2 pei4   
辰事  chen2 shi4   
辰巳  chen2 si4   
辰宿  chen2 xiu3   
辰太  chen2 tai4   
辰尾  chen2 wei3   
辰纬  chen2 wei3   
辰象  chen2 xiang4   
辰星  chen2 xing1   
辰序  chen2 xu4   
辰选  chen2 xuan3   
辰夜  chen2 ye4   
辰仪  chen2 yi2   
陈爱莲  chen2 ai4 lian2   
陈白  chen2 bai2   
陈白尘  chen2 bai2 chen2   
陈宝  chen2 bao3   
陈宝箴  chen2 bao3 zhen1   
陈保之劳  chen2 bao3 zhi1 lao2   
陈报  chen2 bao4   
陈弊  chen2 bi4   
陈编  chen2 bian1   
陈辩  chen2 bian4   
陈表  chen2 biao3   
陈病  chen2 bing4   
陈波儿  chen2 bo1 er2   
陈伯吹  chen2 bo2 chui1   
陈伯达  chen2 bo2 da2   
陈伯华  chen2 bo2 hua2   
陈布  chen2 bu4   
陈蔡之厄  chen2 cai4 zhi1 e4   
陈仓  chen2 cang1   
陈策  chen2 ce4   
陈陈  chen2 chen2   
陈诚  chen2 cheng2   
陈赤  chen2 chi4   
陈冲  chen2 chong1   
陈畴  chen2 chou2   
陈刍  chen2 chu2   
陈辞  chen2 ci2   
陈辞滥调  chen2 ci2 lan4 diao4   
陈达  chen2 da2   
陈大悲  chen2 da4 bei1   
陈大齐  chen2 da4 qi2   
陈道  chen2 dao4   
陈德  chen2 de2   
